Institution Code (six-digit OPEID),Institution Name,City,State,Zip,Institution Type,CIP Code,CIP Name,Credential Level,Official Program Pass/Zone/Fail,Appeal Status,Debt-to-Earnings Annual Rate,Debt-to-Earnings Annual Rate Numerator,Debt-to-Earnings Annual Rate Denominator,Debt-to-Earnings Annual Rate Pass/Fail/Zone,Debt-to-Earnings Discretionary Income Rate,Debt-to-Earnings Discretionary Income Rate Numerator,Debt-to-Earnings Discretionary Income Rate Denominator,Debt-to-Earnings Discretionary Income Rate Pass/Fail/Zone,Debt-to-Earnings Transitional Rate,Debt-to-Earnings Transitional Rate Numerator,Debt-to-Earnings Transitional Rate Denominator,Debt-to-Earnings Transitional Rate Pass/Fail/Zone,Debt-to-Earnings Transitional Discretionary Income Rate,Debt-to-Earnings Transitional Discretionary Income Rate Numerator,Debt-to-Earnings Transitional Discretionary Income Rate Denominator,Debt-to-Earnings Transitional Discretionary Income Rate Pass/Fail/Zone,Mean  Annual Earnings,Median Annual Earnings
023009,WITHLACOOCHEE TECHNICAL COLLEGE,INVERNESS,FL,344504696,PUBLIC LESS THAN 2 YEARS,430107,CRIMINAL JUSTICE/POLICE SCIENCE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,33568,PASS,0,0,15913,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30503,33568
023009,WITHLACOOCHEE TECHNICAL COLLEGE,INVERNESS,FL,344504696,PUBLIC LESS THAN 2 YEARS,470201,"HEATING, AIR CONDITIONING, VENTILATION AND REFRIGERATION MAINTENANCE TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,19029,PASS,0,0,1374,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19029,12762
023009,WITHLACOOCHEE TECHNICAL COLLEGE,INVERNESS,FL,344504696,PUBLIC LESS THAN 2 YEARS,510716,MEDICAL ADMINISTRATIVE/EXECUTIVE ASSISTANT AND MEDICAL SECRETARY.,01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,13057,PASS,0,0,0,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12340,13057
023009,WITHLACOOCHEE TECHNICAL COLLEGE,INVERNESS,FL,344504696,PUBLIC LESS THAN 2 YEARS,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,14233,PASS,0,0,0,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14233,12639
023013,PRISM CAREER INSTITUTE,UPPER DARBY,PA,190822448,PROPRIETARY 2 TO 3 YEARS,131210,EARLY CHILDHOOD EDUCATION AND TEACHING.,01 - UNDERGRADUATE CERTIFICATE,FAIL,,12.5,1873,14979,FAIL,100,1873,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14979,13399
023013,PRISM CAREER INSTITUTE,UPPER DARBY,PA,190822448,PROPRIETARY 2 TO 3 YEARS,220302,LEGAL ASSISTANT/PARALEGAL.,01 - UNDERGRADUATE CERTIFICATE,PASS,,5.45,1311,24029,PASS,20.56,1311,6374,ZONE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24029,21175
023013,PRISM CAREER INSTITUTE,UPPER DARBY,PA,190822448,PROPRIETARY 2 TO 3 YEARS,220302,LEGAL ASSISTANT/PARALEGAL.,02 - ASSOCIATES DEGREE,PASS,,6.55,1342,20460,PASS,47.84,1342,2805,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20460,17304
023013,PRISM CAREER INSTITUTE,UPPER DARBY,PA,190822448,PROPRIETARY 2 TO 3 YEARS,520301,ACCOUNTING.,02 - ASSOCIATES DEGREE,ZONE,,10.06,1713,17025,ZONE,100,1713,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17025,15295
023014,OHIO VALLEY COLLEGE OF TECHNOLOGY,EAST LIVERPOOL,OH,439209139,PROPRIETARY 2 TO 3 YEARS,110103,INFORMATION TECHNOLOGY.,02 - ASSOCIATES DEGREE,ZONE,,9.79,1417,14473,ZONE,100,1417,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14473,14089
023014,OHIO VALLEY COLLEGE OF TECHNOLOGY,EAST LIVERPOOL,OH,439209139,PROPRIETARY 2 TO 3 YEARS,510601,DENTAL ASSISTING/ASSISTANT.,02 - ASSOCIATES DEGREE,PASS,,8.54,1657,19392,ZONE,95.39,1657,1737,FAIL,7.89,1531,19392,PASS,88.14,1531,1737,FAIL,19392,18045
023014,OHIO VALLEY COLLEGE OF TECHNOLOGY,EAST LIVERPOOL,OH,439209139,PROPRIETARY 2 TO 3 YEARS,510707,HEALTH INFORMATION/MEDICAL RECORDS TECHNOLOGY/TECHNICIAN.,02 - ASSOCIATES DEGREE,ZONE,,9.91,1395,14067,ZONE,100,1395,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14067,14031
023014,OHIO VALLEY COLLEGE OF TECHNOLOGY,EAST LIVERPOOL,OH,439209139,PROPRIETARY 2 TO 3 YEARS,510710,MEDICAL OFFICE ASSISTANT/SPECIALIST.,02 - ASSOCIATES DEGREE,PASS,,6.84,1368,19980,PASS,58.83,1368,2325,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18340,19980
023028,MISSISSIPPI COLLEGE OF BEAUTY CULTURE,LAUREL,MS,394406605,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,9147,PASS,0,0,0,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9147,6175
023043,PLATT COLLEGE - SAN DIEGO,SAN DIEGO,CA,921153979,PROPRIETARY 4 YEARS OR MORE,500409,GRAPHIC DESIGN.,02 - ASSOCIATES DEGREE,PASS,,10.56,2493,23588,ZONE,42.01,2493,5933,FAIL,7.32,1729,23588,PASS,29.14,1729,5933,ZONE,23588,19976
023043,PLATT COLLEGE - SAN DIEGO,SAN DIEGO,CA,921153979,PROPRIETARY 4 YEARS OR MORE,500706,INTERMEDIA/MULTIMEDIA.,03 - BACHELORS DEGREE,PASS,,9.38,3119,33239,ZONE,20.01,3119,15584,ZONE,4.34,1445,33239,PASS,9.27,1445,15584,PASS,33239,29489
023047,TRI-RIVERS CAREER CENTER,MARION,OH,433028913,PUBLIC LESS THAN 2 YEARS,340199,"HEALTH-RELATED KNOWLEDGE AND SKILLS, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,,3.82,861,22510,PASS,17.73,861,4855,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21601,22510
023047,TRI-RIVERS CAREER CENTER,MARION,OH,433028913,PUBLIC LESS THAN 2 YEARS,513801,REGISTERED NURSING/REGISTERED NURSE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,2.34,1242,53022,PASS,3.51,1242,35367,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53022,52130
023047,TRI-RIVERS CAREER CENTER,MARION,OH,433028913,PUBLIC LESS THAN 2 YEARS,513999,"PRACTICAL NURSING, VOCATIONAL NURSING AND NURSING ASSISTANTS, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,,2.26,759,33521,PASS,4.78,759,15866,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32175,33521
023053,PARKER UNIVERSITY,DALLAS,TX,752295609,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.56,1255,27519,PASS,12.72,1255,9864,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26999,27519
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,FAIL,A,12.49,1619,12953,FAIL,100,1619,0,FAIL,13.9,1801,12953,FAIL,100,1801,0,FAIL,12953,10818
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,512211,HEALTH SERVICES ADMINISTRATION.,02 - ASSOCIATES DEGREE,FAIL,A,15.62,3566,22824,FAIL,68.98,3566,5169,FAIL,14.68,3351,22824,FAIL,64.82,3351,5169,FAIL,20846,22824
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,120409,AESTHETICIAN/ESTHETICIAN AND SKIN CARE SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,,8.64,927,10728,ZONE,100,927,0,FAIL,6.73,723,10728,PASS,100,723,0,FAIL,10728,8983
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,150501,"HEATING, VENTILATION, AIR CONDITIONING AND REFRIGERATION ENGINEERING TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,PASS,,7.22,1513,20940,PASS,46.05,1513,3285,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20940,17803
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,151201,COMPUTER ENGINEERING TECHNOLOGY/TECHNICIAN.,02 - ASSOCIATES DEGREE,FAIL,,16.69,3996,23940,FAIL,63.57,3996,6285,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23940,23269
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,151202,COMPUTER TECHNOLOGY/COMPUTER SYSTEMS TECHNOLOGY.,01 - UNDERGRADUATE CERTIFICATE,PASS,,7.98,1680,21029,PASS,49.79,1680,3374,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21029,16328
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,470104,COMPUTER INSTALLATION AND REPAIR TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,9.56,1649,17247,ZONE,100,1649,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17247,16072
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,510707,HEALTH INFORMATION/MEDICAL RECORDS TECHNOLOGY/TECHNICIAN.,03 - BACHELORS DEGREE,FAIL,,19.73,5033,25498,FAIL,64.17,5033,7843,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23219,25498
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,510714,MEDICAL INSURANCE SPECIALIST/MEDICAL BILLER.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,9.98,1914,19162,ZONE,127,1914,1507,FAIL,11.85,2271,19162,ZONE,150.69,2271,1507,FAIL,18829,19162
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,510716,MEDICAL ADMINISTRATIVE/EXECUTIVE ASSISTANT AND MEDICAL SECRETARY.,02 - ASSOCIATES DEGREE,FAIL,,18.08,3779,20894,FAIL,116.67,3779,3239,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19521,20894
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,10.76,1792,16654,ZONE,100,1792,0,FAIL,12.85,2141,16654,FAIL,100,2141,0,FAIL,16654,16224
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,9.26,1781,19225,ZONE,113.43,1781,1570,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19225,17909
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,513801,REGISTERED NURSING/REGISTERED NURSE.,02 - ASSOCIATES DEGREE,PASS,,6.74,2520,37378,PASS,12.77,2520,19723,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37378,32871
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,513902,NURSING ASSISTANT/AIDE AND PATIENT CARE ASSISTANT/AIDE.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,8.62,1321,15313,ZONE,100,1321,0,FAIL,10.52,1611,15313,ZONE,100,1611,0,FAIL,15313,14330
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,520201,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",02 - ASSOCIATES DEGREE,FAIL,,16.55,3876,23413,FAIL,67.31,3876,5758,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23413,22331
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,520201,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",03 - BACHELORS DEGREE,FAIL,,17.18,4802,27937,FAIL,46.7,4802,10282,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27604,27937
023058,FLORIDA CAREER COLLEGE,MIAMI,FL,331742521,PROPRIETARY 2 TO 3 YEARS,521201,"MANAGEMENT INFORMATION SYSTEMS, GENERAL.",03 - BACHELORS DEGREE,FAIL,,18.18,5129,28202,FAIL,48.62,5129,10547,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26347,28202
023062,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,OIL CITY,PA,163013501,PUBLIC LESS THAN 2 YEARS,513901,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,5.65,1563,27637,PASS,15.65,1563,9982,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26834,27637
023063,BRIGHTWOOD COLLEGE,SALIDA,CA,953689083,PROPRIETARY 2 TO 3 YEARS,430104,CRIMINAL JUSTICE/SAFETY STUDIES.,02 - ASSOCIATES DEGREE,ZONE,A,9.19,1935,21046,ZONE,57.06,1935,3391,FAIL,9.38,1976,21046,ZONE,58.27,1976,3391,FAIL,21046,19313
023063,BRIGHTWOOD COLLEGE,SALIDA,CA,953689083,PROPRIETARY 2 TO 3 YEARS,510601,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,7.67,1311,17085,PASS,100,1311,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16363,17085
023063,BRIGHTWOOD COLLEGE,SALIDA,CA,953689083,PROPRIETARY 2 TO 3 YEARS,510710,MEDICAL OFFICE ASSISTANT/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,,8.27,1183,14296,ZONE,100,1183,0,FAIL,0.95,136,14296,PASS,100,136,0,FAIL,14296,13324
023063,BRIGHTWOOD COLLEGE,SALIDA,CA,953689083,PROPRIETARY 2 TO 3 YEARS,510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,7.51,1116,14857,PASS,100,1116,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14857,14072
023063,BRIGHTWOOD COLLEGE,SALIDA,CA,953689083,PROPRIETARY 2 TO 3 YEARS,510908,RESPIRATORY CARE THERAPY/THERAPIST.,02 - ASSOCIATES DEGREE,PASS,,7.65,3054,39881,PASS,13.74,3054,22226,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39881,37839
023063,BRIGHTWOOD COLLEGE,SALIDA,CA,953689083,PROPRIETARY 2 TO 3 YEARS,512399,"REHABILITATION AND THERAPEUTIC PROFESSIONS, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,,7.38,1122,15184,PASS,100,1122,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15184,14378
023067,FORT WORTH BEAUTY SCHOOL,FORT WORTH,TX,761357027,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,ZONE,,11.45,1013,8847,ZONE,100,1013,0,FAIL,12.84,1136,8847,FAIL,100,1136,0,FAIL,8847,7133
023067,FORT WORTH BEAUTY SCHOOL,FORT WORTH,TX,761357027,PROPRIETARY LESS THAN 2 YEARS,120410,NAIL TECHNICIAN/SPECIALIST AND MANICURIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,,2.75,351,12733,PASS,100,351,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12733,10033
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,120503,CULINARY ARTS/CHEF TRAINING.,02 - ASSOCIATES DEGREE,FAIL,A,13.41,2625,19569,FAIL,137.14,2625,1914,FAIL,13.37,2617,19569,FAIL,136.72,2617,1914,FAIL,19287,19569
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,470201,"HEATING, AIR CONDITIONING, VENTILATION AND REFRIGERATION MAINTENANCE TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,ZONE,A,9.39,1956,20815,ZONE,61.89,1956,3160,FAIL,8.77,1827,20815,ZONE,57.81,1827,3160,FAIL,20815,18837
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,470605,DIESEL MECHANICS TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,ZONE,A,12.16,2459,20214,FAIL,96.09,2459,2559,FAIL,10.98,2221,20214,ZONE,86.79,2221,2559,FAIL,20214,18268
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,510601,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,ZONE,A,8.09,1289,15929,ZONE,100,1289,0,FAIL,8.33,1327,15929,ZONE,100,1327,0,FAIL,15929,14932
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,510710,MEDICAL OFFICE ASSISTANT/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,ZONE,A,9.21,1311,14231,ZONE,100,1311,0,FAIL,10.35,1473,14231,ZONE,100,1473,0,FAIL,14231,12738
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,ZONE,A,8.36,1308,15642,ZONE,100,1308,0,FAIL,9.85,1541,15642,ZONE,100,1541,0,FAIL,15642,14697
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,120501,BAKING AND PASTRY ARTS/BAKER/PASTRY CHEF.,01 - UNDERGRADUATE CERTIFICATE,PASS,,7.65,1548,20232,PASS,60.06,1548,2577,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18205,20232
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,150501,"HEATING, VENTILATION, AIR CONDITIONING AND REFRIGERATION ENGINEERING TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,PASS,,6.26,1627,25981,PASS,19.54,1627,8326,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25981,22419
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,470604,AUTOMOBILE/AUTOMOTIVE MECHANICS TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,,11.32,2268,20021,ZONE,95.85,2268,2366,FAIL,0,0,20021,PASS,0,0,2366,PASS,20021,17133
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,480508,WELDING TECHNOLOGY/WELDER.,01 - UNDERGRADUATE CERTIFICATE,PASS,,8.37,1795,21425,ZONE,47.61,1795,3770,FAIL,1.1,236,21425,PASS,6.25,236,3770,PASS,21425,20123
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,510805,PHARMACY TECHNICIAN/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,5.42,1037,19103,PASS,71.61,1037,1448,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19103,18744
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,5.08,865,17001,PASS,100,865,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17001,13522
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,513901,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,02 - ASSOCIATES DEGREE,PASS,,7.05,2286,32405,PASS,15.49,2286,14750,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32405,32190
023068,PLATT COLLEGE,TULSA,OK,741451111,PROPRIETARY 4 YEARS OR MORE,520302,ACCOUNTING TECHNOLOGY/TECHNICIAN AND BOOKKEEPING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,5.52,1097,19864,PASS,49.66,1097,2209,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19864,16431
023069,IOWA SCHOOL OF BEAUTY,OTTUMWA,IA,525012312,PROPRIETARY 2 TO 3 YEARS,120499,"COSMETOLOGY AND RELATED PERSONAL GROOMING ARTS, OTHER.",01 - UNDERGRADUATE CERTIFICATE,FAIL,A,13.25,1710,12898,FAIL,100,1710,0,FAIL,12.84,1657,12898,FAIL,100,1657,0,FAIL,12898,10999
023074,GEORGE STONE AREA VOCATIONAL TECHNICAL CENTER,PENSACOLA,FL,325268922,PUBLIC LESS THAN 2 YEARS,430107,CRIMINAL JUSTICE/POLICE SCIENCE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,34191,PASS,0,0,16536,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34191,33754
023089,MASTERS OF COSMETOLOGY COLLEGE,FORT WAYNE,IN,468091305,PROPRIETARY 2 TO 3 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,ZONE,,10.99,1657,15067,ZONE,100,1657,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15067,14788
023089,MASTERS OF COSMETOLOGY COLLEGE,FORT WAYNE,IN,468091305,PROPRIETARY 2 TO 3 YEARS,120409,AESTHETICIAN/ESTHETICIAN AND SKIN CARE SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,10.21,1719,16825,ZONE,100,1719,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16825,16467
023091,AMERICAN COLLEGE OF HAIR DESIGN,SEDALIA,MO,653012144,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,,3.78,483,12759,PASS,100,483,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12759,12341
023095,CLOVIS ADULT EDUCATION,CLOVIS,CA,936110575,PUBLIC LESS THAN 2 YEARS,510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,19190,PASS,0,0,1535,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18525,19190
023095,CLOVIS ADULT EDUCATION,CLOVIS,CA,936110575,PUBLIC LESS THAN 2 YEARS,513901,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,34541,PASS,0,0,16886,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32764,34541
023108,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,WILLOW STREET,PA,175840527,PUBLIC 2 TO 3 YEARS,510601,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,3.11,759,24393,PASS,11.26,759,6738,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21769,24393
023108,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,WILLOW STREET,PA,175840527,PUBLIC 2 TO 3 YEARS,510707,HEALTH INFORMATION/MEDICAL RECORDS TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.26,910,21331,PASS,24.75,910,3676,ZONE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17443,21331
023108,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,WILLOW STREET,PA,175840527,PUBLIC 2 TO 3 YEARS,510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.24,943,22194,PASS,20.77,943,4539,ZONE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18512,22194
023108,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,WILLOW STREET,PA,175840527,PUBLIC 2 TO 3 YEARS,510808,VETERINARY/ANIMAL HEALTH TECHNOLOGY/TECHNICIAN AND VETERINARY ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.07,759,18619,PASS,78.73,759,964,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17183,18619
023108,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,WILLOW STREET,PA,175840527,PUBLIC 2 TO 3 YEARS,513901,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.5,1571,34854,PASS,9.13,1571,17199,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33673,34854
023112,AMERICAN SCHOOL OF TECHNOLOGY,COLUMBUS,OH,432296692,PROPRIETARY LESS THAN 2 YEARS,150501,"HEATING, VENTILATION, AIR CONDITIONING AND REFRIGERATION ENGINEERING TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,PASS,,5.18,1362,26248,PASS,15.85,1362,8593,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26248,22286
023112,AMERICAN SCHOOL OF TECHNOLOGY,COLUMBUS,OH,432296692,PROPRIETARY LESS THAN 2 YEARS,510707,HEALTH INFORMATION/MEDICAL RECORDS TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,,5.3,865,16311,PASS,100,865,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16311,16185
023112,AMERICAN SCHOOL OF TECHNOLOGY,COLUMBUS,OH,432296692,PROPRIETARY LESS THAN 2 YEARS,510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,5.75,1321,22972,PASS,24.84,1321,5317,ZONE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18423,22972
