schoolname,for profit,tuition revenue per fte,branches,instructional expenditure per fte,faculty salary,under investigation,5 year declining balance,7 yr repayment completion,percent fafsa,percent pell grant,type
Mohave Community College,non profit,1568.0,1,3613.0,5437.0,no,0.2869955157,0.6995418344619443,0.2533150434,0.934156379,non profit
California Hair Design Academy,for profit,8556.0,1,4456.0,6326.458815028902,no,0.4789915966,0.6995418344619443,0.3617021277,0.872340426,for profit
Lu Ross Academy,for profit,6577.0,1,3741.0,6326.458815028902,no,0.3142857143,0.6995418344619443,0.2740112994,0.816384181,for profit
Beaver Falls Beauty Academy,for profit,9750.0,1,5039.0,6326.458815028902,no,0.3125,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Westchester School of Beauty Culture,for profit,2695.0,1,3615.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.861788618,for profit
Beth Hatalmud Rabbinical College,non profit,4953.0,1,9081.0,2854.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Leons Beauty School Inc,for profit,2087.0,1,2103.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4493670886,0.7237045962785821,for profit
Roxbury Community College,non profit,2137.0,1,4090.0,7171.0,no,0.49685005965531465,0.6995418344619443,0.5410958904,0.7237045962785821,non profit
Vermont Law School,non profit,30649.0,1,20798.0,9493.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Ohr Hameir Theological Seminary,non profit,12123.0,1,9587.0,3876.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Talmudical Academy,non profit,7931.0,1,5585.0,1948.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Talmudical Seminary Oholei Torah,non profit,8966.0,1,4626.0,2180.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Austin Community College District,non profit,2362.0,1,6134.0,7125.0,no,0.4461203968,0.8,0.4376766091,0.841836735,non profit
Victoria Beauty College Inc,for profit,8433.0,1,1722.0,6326.458815028902,no,0.3269230769,0.6995418344619443,0.3274336283,0.867256637,for profit
Bellus Academy,for profit,12952.0,1,4767.0,6326.458815028902,yes,0.3141025641,0.6505376344,0.375,0.795833333,for profit under investigation
San Diego Christian College,non profit,18695.0,1,7034.0,5924.0,no,0.7210144928,0.8345323741,0.5954063604,0.671378092,non profit
Mansfield Beauty Schools,for profit,8509.0,1,3401.0,6326.458815028902,no,0.4361702128,0.5744680851,0.4636515619105719,0.7237045962785821,for profit
Rosedale Technical College,non profit,7468.0,1,2633.0,4970.0,no,0.431372549,0.6212121212,0.1860869565,0.780869565,non profit
Pro Way Hair School,for profit,4355.0,1,5239.0,6326.458815028902,yes,0.1886792453,0.2115384615,0.39,0.953333333,for profit under investigation
Trinity Bible College,non profit,12487.0,1,4851.0,3513.0,no,0.5707070707,0.6995418344619443,0.4724409449,0.68503937,non profit
Hamilton Technical College,for profit,6271.0,1,3146.0,5233.0,no,0.4385542169,0.5612244898,0.362962963,0.837037037,for profit
Mansfield Beauty Schools,for profit,8143.0,1,2998.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.5434782609,0.7237045962785821,for profit
Sullivan College of Technology and Design,for profit,15132.0,1,6649.0,4031.0,no,0.4685908319,0.6995418344619443,0.4092409241,0.669966997,for profit
Robert Fiance Beauty Schools,for profit,6320.0,1,6050.0,6326.458815028902,no,0.336492891,0.5957446809,0.1846153846,0.892307692,for profit
Kenneth Shuler School of Cosmetology,for profit,9165.0,2,7597.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4208144796,0.884615385,for profit
National Park Community College,non profit,1809.0,1,5816.0,4602.0,no,0.3423545332,0.6805555556,0.3016069221,0.931396786,non profit
California Institute of Integral Studies,non profit,17739.0,1,10901.0,8743.0,no,0.6144578313,0.6995418344619443,0.5760869565,0.760869565,non profit
Tennessee College of Applied Technology,non profit,206.0,1,6700.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3910614525,0.7237045962785821,non profit
Atlanta Metropolitan State College,non profit,1363.0,1,3607.0,4229.0,no,0.2508196721,0.5606060606,0.7091957923,0.912792671,non profit
Chattahoochee Valley Community College,non profit,1641.0,1,4207.0,5878.0,no,0.3602941176,0.5625,0.5606153846,0.915076923,non profit
International Academy of Hair Design,for profit,9428.0,1,5705.0,6326.458815028902,no,0.4637096774,0.6,0.4513888889,0.881944444,for profit
Blackstone Valley Vocational Regional School District,non profit,10770.0,1,10466.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.6,non profit
Memorial College of Nursing,non profit,9855.0,1,13201.0,6362.0,no,0.6582278481,0.6995418344619443,0.4111111111,0.455555556,non profit
Central School of Practical Nursing,non profit,3698.0,1,3554.0,6326.458815028902,no,0.6666666667,0.6995418344619443,0.5120481928,0.921686747,non profit
East Arkansas Community College,non profit,1538.0,1,4156.0,5196.0,no,0.4333333333,0.5744680851,0.5059221658,0.9678511,non profit
North Arkansas College,non profit,942.0,1,5405.0,5141.0,no,0.4064417178,0.6481481481,0.3157088123,0.929501916,non profit
Atlantic Technical College,non profit,4122.0,1,14058.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4390243902,0.7237045962785821,non profit
Baldwin Beauty School,for profit,7770.5,2,6408.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.41875,0.93125,for profit
Moore Norman Technology Center,non profit,1153.0,1,8565.0,6326.458815028902,no,0.49685005965531465,0.5833333333,0.414556962,0.7237045962785821,non profit
New York Chiropractic College,non profit,23197.0,1,11716.0,5918.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Wright Beauty Academy,for profit,6433.0,1,6383.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4027777778,0.7237045962785821,for profit
Veeb Nassau County School of Practical Nursing,non profit,14000.0,1,42605.0,6326.458815028902,no,0.4688644689,0.6995418344619443,0.2950819672,0.813114754,non profit
JZ Trend Academy Paul Mitchell Partner School,for profit,10104.0,1,3725.0,6326.458815028902,no,0.7096774194,0.6995418344619443,0.4636515619105719,0.641025641,for profit
Laredo Beauty College Inc,for profit,5191.0,1,2638.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2961165049,0.7237045962785821,for profit
Palmer College of Chiropractic,non profit,33907.0,1,15813.0,6333.0,no,0.4545454545,0.6285714286,0.5081967213,0.491803279,non profit
University of Western States,non profit,29422.0,1,11381.0,5750.0,no,0.7027027027,0.6995418344619443,0.3758389262,0.238255034,non profit
Cornish College of the Arts,non profit,26086.0,1,20016.0,5942.0,no,0.6433915212,0.6995418344619443,0.648989899,0.527777778,non profit
Northwestern Health Sciences University,non profit,16988.0,1,7707.0,5898.0,no,0.5945945946,0.6995418344619443,0.2742474916,0.183946488,non profit
Phagans Central Oregon Beauty College,for profit,11998.0,1,10001.0,6326.458815028902,yes,0.3609022556,0.5948275862,0.3806451613,0.780645161,for profit under investigation
Phagans Beauty College,for profit,12464.0,1,10390.0,6326.458815028902,yes,0.4468085106,0.5094339623,0.5238095238,0.7237045962785821,for profit under investigation
Phagans School of Hair Design,for profit,9211.0,1,1667.0,6326.458815028902,yes,0.2952380952,0.6136363636,0.5707317073,0.819512195,for profit under investigation
Phagans School of Beauty,for profit,15580.0,1,12987.0,6326.458815028902,yes,0.275862069,0.6995418344619443,0.4871794872,0.7237045962785821,for profit under investigation
Plaza College,for profit,717.0,1,4103.0,6604.0,no,0.3480083857,0.5517241379,0.2158774373,0.945682451,for profit
B M Spurr School of Practical Nursing,non profit,1679.0,1,16815.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Northwestern College,for profit,12954.5,2,5634.0,5306.729407514451,yes,0.2837226827,0.5930656934,0.5104086353,0.824209715,for profit under investigation
St Paul's School of Nursing,for profit,13144.0,1,5820.0,6501.0,no,0.7788461538,0.6995418344619443,0.3601398601,0.636363636,for profit
Southeastern Technical Institute,non profit,4993.0,1,4806.0,6326.458815028902,no,0.525,0.7142857143,0.3316062176,0.772020725,non profit
Thomas Jefferson University,non profit,33544.0,1,41171.0,8453.0,no,0.8588082902,0.9322033898,0.362295082,0.265573771,non profit
Schuyler Steuben Chemung Tioga Allegany BOCES,non profit,2427.0,1,4321.0,6326.458815028902,no,0.3785310734,0.6274509804,0.1697247706,0.775229358,non profit
Stone Academy,for profit,7003.333333333333,3,5094.333333333333,6326.458815028902,no,0.2908921933,0.4856396867000001,0.3377643504999999,0.9039274919999999,for profit
Universal College of Beauty Inc,for profit,2099.0,2,4274.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4202898551,0.7237045962785821,for profit
Evergreen Valley College,non profit,1153.0,1,8745.0,8549.0,no,0.5683453237,0.6995418344619443,0.4948599787,0.995037221,non profit
Lincoln College of Technology,for profit,11192.692307692309,13,7547.923076923077,5781.856102712318,yes,0.25814778960000007,0.38007471979999996,0.34370322859999997,0.8361128929999998,for profit under investigation
Eastwick College,for profit,13074.0,1,4681.0,4420.0,no,0.4134312697,0.6098265896,0.3622291022,0.809597523,for profit
Paul Mitchell the School,for profit,10052.333333333334,3,3842.0,6326.458815028902,no,0.3863080685,0.6514285714,0.35618878009999994,0.711487088,for profit
International Beauty College,for profit,332.0,1,1049.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Ranken Technical College,non profit,10542.0,1,3330.0,4958.0,no,0.6096687556,0.8481561822,0.3172011662,0.668221574,non profit
Talmudical Yeshiva of Philadelphia,non profit,12334.0,1,18435.0,3444.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
First Coast Technical College,non profit,3300.0,1,7556.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3291139241,0.7237045962785821,non profit
Los Angeles Mission College,non profit,500.0,1,5191.0,5496.0,no,0.3826086957,0.6995418344619443,0.5954292773,0.995985176,non profit
Five Towns College,for profit,12388.0,1,4667.0,4835.0,no,0.550802139,0.7660818713,0.5,0.595375723,for profit
West Virginia University Hospital Departments of Rad Tech and Nutrition,non profit,2066.0,1,7005.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Ringling College of Art and Design,non profit,34848.0,1,18531.0,8131.0,no,0.7008032129,0.8604651163,0.6243654822,0.449238579,non profit
Saint Louis Christian College,non profit,7710.0,1,6464.0,4715.0,no,0.5470588235,0.6995418344619443,0.4747474747,0.747474748,non profit
The Illinois Institute of Art,for profit,14788.0,4,5128.75,4972.75,yes,0.4079861111,0.8064798599,0.4668600759,0.762999331,for profit under investigation
Metropolitan Community College Area,non profit,1701.0,1,5007.0,6842.0,no,0.4854014599,0.736318408,0.4264129014,0.856167369,non profit
Erie 1 BOCES,non profit,7779.0,1,1157.0,6326.458815028902,no,0.454954955,0.5266666667,0.2388349515,0.506796117,non profit
Empire Beauty School,for profit,8988.333333333334,12,7738.555555555556,6326.458815028902,no,0.22267206480000004,0.4516129032,0.4277035237,0.882948562,for profit
Western Michigan University,non profit,23690.0,1,17259.0,11769.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Onondaga Cortland Madison BOCES,non profit,3643.0,1,5565.0,6326.458815028902,no,0.4566929134,0.5373961219,0.226744186,0.807170543,non profit
Bel,for profit,6473.0,1,3395.0,4459.0,yes,0.5367132867,0.7590027701,0.3193473193,0.615384615,for profit under investigation
Pellissippi State Community College,non profit,3107.0,1,4959.0,5588.0,no,0.4979720595,0.7540983607,0.5271158587,0.848603122,non profit
Ben Franklin Career Center,non profit,922.0,1,3159.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.325,0.7237045962785821,non profit
Southside Regional Medical Center Professional Schools,for profit,9073.0,1,21467.0,7103.0,no,0.735042735,0.8817204301,0.5086206897,0.49137931,for profit
Edison State Community College,non profit,2138.0,1,4000.0,4598.0,no,0.4555837563,0.7142857143,0.4335443038,0.803006329,non profit
Metroplex Beauty School,for profit,1695.0,1,7040.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4,0.7237045962785821,for profit
Center for Instruction Technology & Innovation (CiTi),non profit,3030.0,1,2852.0,6326.458815028902,no,0.4431818182,0.6995418344619443,0.4636515619105719,0.6796875,non profit
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,non profit,9331.0,1,12694.0,4282.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
John Wood Community College,non profit,3304.0,1,7366.0,6184.0,no,0.5764576458,0.7113402062,0.4013605442,0.81377551,non profit
Pat Goins Ruston Beauty School,for profit,4704.0,1,11110.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Oxnard College,non profit,439.0,1,3871.0,8003.0,no,0.49685005965531465,0.6995418344619443,0.4894295971,0.7237045962785821,non profit
Moler Hollywood Beauty Academy,for profit,9077.0,1,7135.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4096385542,0.7237045962785821,for profit
International Salon and Spa Academy,for profit,6463.0,1,2972.0,6326.458815028902,no,0.3311036789,0.5503875969,0.3661202186,0.863387978,for profit
Arkansas Northeastern College,non profit,1285.0,1,9608.0,5023.0,no,0.3804347826,0.6506024096,0.3619047619,0.7237045962785821,non profit
Southern State Community College,non profit,4035.0,1,4432.0,6515.0,no,0.3507565337,0.5907590759,0.3840445269,0.83240569,non profit
North,for profit,25850.75,4,8180.5,6326.458815028902,no,0.352,0.4431137725,0.504494382,0.843258427,for profit
Pickens Technical College,non profit,1726.0,1,6411.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3712871287,0.7237045962785821,non profit
Pat Goins Benton Road Beauty School,for profit,212.0,1,6238.0,6326.458815028902,no,0.4042553191,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Celebrity Stylist Beauty School,for profit,4415.0,1,2815.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4363636364,0.7237045962785821,for profit
Monty Tech,non profit,11284.0,1,12612.0,6326.458815028902,no,0.5869565217,0.6995418344619443,0.4636515619105719,0.675324675,non profit
Antonelli College,for profit,12488.666666666666,3,3472.6666666666665,3929.3333333333335,yes,0.2247317899,0.501002004,0.4335709657,0.953985742,for profit under investigation
Virginia Marti College of Art and Design,for profit,19544.0,1,5047.0,5677.0,yes,0.4439461883,0.6909090909,0.3962264151,0.836477987,for profit under investigation
Monongalia County Technical Education Center,non profit,1892.0,1,26244.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Academy of Careers and Technology,non profit,1351.0,1,3801.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3431952663,0.7237045962785821,non profit
Lake Tahoe Community College,non profit,1280.0,1,4710.0,6567.0,no,0.3684210526,0.6995418344619443,0.3166144201,0.7237045962785821,non profit
MTI College,for profit,11191.0,1,2370.0,3296.0,no,0.3976234004,0.6,0.4201680672,0.791596639,for profit
South Hills Beauty Academy Inc,for profit,15252.0,1,7304.0,6326.458815028902,no,0.5245901639,0.6434782609,0.2442396313,0.488479263,for profit
Charles and Sues School of Hair Design,for profit,13246.0,1,9628.0,6326.458815028902,no,0.3492063492,0.6995418344619443,0.393258427,0.797752809,for profit
Tint School of Makeup and Cosmetology,for profit,3762.5,2,1230.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4074074074,0.818930041,for profit
Rosemead Beauty School,for profit,355.0,1,3257.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Rob Roy Academy,for profit,11063.0,1,3068.0,6326.458815028902,no,0.2901554404,0.5866666667,0.4636515619105719,0.874125874,for profit
Hudson County Community College,non profit,1283.0,1,3548.0,3663.0,no,0.5536480687,0.7533333333,0.3665653495,0.934650456,non profit
Nebraska Christian College,non profit,9201.0,1,7184.0,5171.0,no,0.7888888889,0.6995418344619443,0.4725274725,0.626373626,non profit
Professional Institute of Beauty,for profit,2585.0,1,1133.0,6326.458815028902,no,0.4918032787,0.6995418344619443,0.1780821918,0.7237045962785821,for profit
Oceanside College of Beauty,for profit,6837.0,1,2042.0,6326.458815028902,no,0.3793103448,0.6995418344619443,0.4215686275,0.803921569,for profit
Neilson Beauty College,for profit,3731.0,1,896.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Olympian Academy of Cosmetology,for profit,10989.0,1,4938.0,6326.458815028902,no,0.328659071,0.5,0.3676300578,0.905202312,for profit
La James International College,for profit,11630.0,1,4480.0,6326.458815028902,no,0.5333333333,0.6995418344619443,0.4636515619105719,0.756410256,for profit
Nazarene Bible College,non profit,10171.0,1,4540.0,4890.0,no,0.4376899696,0.7868852459,0.3626373626,0.743589744,non profit
Phagans Salon Academy,for profit,8396.0,1,2966.0,6326.458815028902,yes,0.298245614,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit under investigation
Lancaster Beauty School,for profit,6468.0,1,4220.0,6326.458815028902,no,0.2977099237,0.4222222222,0.4697674419,0.897674419,for profit
Ogle School Hair Skin Nails,for profit,9461.333333333334,3,1777.6666666666667,6326.458815028902,no,0.3230769231,0.5893719807,0.440201005,0.855276382,for profit
City University of Seattle,non profit,19109.0,1,8998.0,5981.0,no,0.6368330465,0.9005235602,0.5944206009,0.656652361,non profit
Machzikei Hadath Rabbinical College,non profit,6921.0,1,6736.0,3673.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Yeshivath Viznitz,non profit,4052.0,1,2824.0,2465.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Boricua College,non profit,9753.0,1,3664.0,4370.0,no,0.4685314685,0.6995418344619443,0.2613981763,0.988855117,non profit
South University,for profit,14954.470588235294,16,6322.35294117647,5714.615224413465,yes,0.2630517901,0.6222222221999998,0.4462809917000001,0.7781783010000001,for profit under investigation
American Beauty College,for profit,6960.0,1,2623.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2924528302,0.7237045962785821,for profit
Capri Beauty College,for profit,12058.0,2,8268.0,6326.458815028902,no,0.5132275132,0.6995418344619443,0.4419889503,0.70718232,for profit
Salon Success Academy,for profit,5876.0,3,1814.0,6326.458815028902,yes,0.4488188976,0.6995418344619443,0.3992094862,0.8952569169999999,for profit under investigation
California Western School of Law,non profit,35778.0,1,14395.0,12414.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
International College of Broadcasting,for profit,21630.0,1,6851.0,3333.0,yes,0.2554744526,0.4457831325,0.3846153846,0.914529915,for profit under investigation
Yeshivath Beth Moshe,non profit,19448.0,1,18281.0,3309.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Continental Academie of Hair Design,for profit,10986.0,1,3474.0,6326.458815028902,no,0.7049180328,0.6995418344619443,0.4636515619105719,0.609756098,for profit
Baptist Bible College,non profit,6589.0,1,4460.0,4110.0,no,0.6643835616,0.6995418344619443,0.4382022472,0.735955056,non profit
Roxborough Memorial Hospital School of Nursing,for profit,13820.0,1,7468.0,6326.458815028902,no,0.7355371901,0.6995418344619443,0.456,0.56,for profit
M J Murphy Beauty College of Mount Pleasant,for profit,7781.0,1,3503.0,6326.458815028902,no,0.4084507042,0.6995418344619443,0.4158415842,0.7237045962785821,for profit
University of Houston,non profit,5675.0,1,7905.0,7327.0,no,0.59375,0.8268156425,0.7026732133,0.712493181,non profit
Academy of Hair Design,for profit,11613.0,1,5016.0,6326.458815028902,no,0.4090909091,0.6285714286,0.3773584906,0.80754717,for profit
Lorenzo Walker Technical College,non profit,2706.0,1,8460.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2996254682,0.7237045962785821,non profit
Lytles Redwood Empire Beauty College Inc,for profit,10672.0,1,4679.0,6326.458815028902,no,0.6310679612,0.6995418344619443,0.3137254902,0.647058824,for profit
South Hills School of Business and Technology,for profit,9813.526398000624,2,7211.355513901906,4836.729407514451,yes,0.5625,0.7813411079,0.1508295626,0.749622926,for profit under investigation
Oglala Lakota College,non profit,2345.0,1,7740.0,5303.0,no,0.49685005965531465,0.6995418344619443,0.2753807107,0.7237045962785821,non profit
Academy College,for profit,11673.0,1,2785.0,6326.458815028902,no,0.4418604651,0.6363636364,0.275862069,0.609195402,for profit
Brightwood College,for profit,9743.0,1,3798.0,4619.0,yes,0.2233068944,0.3388746803,0.4589877836,0.856893543,for profit under investigation
Black River Technical College,non profit,1435.0,1,4328.0,4606.0,no,0.4504373178,0.6818181818,0.3823529412,0.902521008,non profit
Northeast Technology Center,non profit,789.6666666666666,4,7887.666666666667,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3021978022,0.7237045962785821,non profit
Liberty University,non profit,10111.0,1,2350.0,4051.0,no,0.5348154836,0.8819969743,0.5060459492,0.730811309,non profit
Eastwick College,for profit,16120.0,1,5368.0,4635.0,no,0.4676503973,0.656641604,0.2928961749,0.593442623,for profit
Trumbull Business College,for profit,13407.0,1,6151.0,2619.0,yes,0.1848184818,0.4444444444,0.3333333333,0.948051948,for profit under investigation
Harrington College of Design,for profit,22880.0,1,9866.0,6391.0,yes,0.5259042033,0.8065268065,0.5414012739,0.643312102,for profit under investigation
Bossier Parish Community College,non profit,2670.0,1,4435.0,4919.0,no,0.3569249542,0.563876652,0.5245432883,0.870373312,non profit
Delta School of Business and Technology,for profit,6433.0,1,2684.0,3373.0,yes,0.2519280206,0.5050505051,0.3051470588,0.786764706,for profit under investigation
Four Rivers Career Center,non profit,31418.0,1,35616.0,6326.458815028902,no,0.4545454545,0.6995418344619443,0.4636515619105719,0.841269841,non profit
Capri Cosmetology Learning Centers,for profit,11389.0,1,5411.0,6326.458815028902,no,0.5405405405,0.6995418344619443,0.2390243902,0.731707317,for profit
Mitchells Hairstyling Academy,for profit,11612.0,2,8520.0,6326.458815028902,no,0.4674556213,0.6981132075,0.4558823529,0.779411765,for profit
Daymar College,for profit,17262.0,4,6157.0,3285.3333333333335,yes,0.216091954,0.3191489362,0.329588015,0.8464419480000002,for profit under investigation
Roane,non profit,5073.0,1,45489.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Conlee's College of Cosmetology,for profit,8836.0,1,7580.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
MIAT College of Technology,for profit,12619.0,1,5112.0,4370.0,no,0.4630872483,0.6586206897,0.251953125,0.743164063,for profit
Meridian Technology Center,non profit,1460.0,1,9854.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3987341772,0.7237045962785821,non profit
Brown College of Court Reporting,for profit,12611.0,1,5446.0,3292.0,no,0.4444444444,0.6995418344619443,0.4074074074,0.740740741,for profit
Venus Beauty Academy,for profit,9583.0,1,7356.0,6326.458815028902,no,0.4888888889,0.5918367347,0.4347826087,0.789855073,for profit
Waynes College of Beauty,for profit,7310.0,1,3374.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Roman Academy of Beauty Culture,for profit,8984.0,1,3627.0,6326.458815028902,no,0.4757281553,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Montserrat College of Art,non profit,18263.0,1,8328.0,5150.0,no,0.6327683616,0.8333333333,0.6755555556,0.484444444,non profit
Coastline Community College,non profit,850.0,1,3077.0,9761.0,no,0.4685990338,0.6995418344619443,0.5134069401,0.980546793,non profit
Sherman College of Straight Chiropractic,non profit,22653.0,1,10663.0,4469.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Sierra College of Beauty,for profit,1701.0,1,1006.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3034482759,0.7237045962785821,for profit
Prescott College,non profit,17501.0,1,7738.0,4386.0,no,0.6288659794,0.6995418344619443,0.5541125541,0.70995671,non profit
California Beauty School,for profit,4015.0,1,1064.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3544303797,0.784810127,for profit
Ohio State College of Barber Styling,for profit,81.0,1,2392.0,6326.458815028902,no,0.2181818182,0.6995418344619443,0.3456221198,0.7237045962785821,for profit
The New School,non profit,26315.0,1,13249.0,10134.0,no,0.6900927282,0.8550420168,0.7207991803,0.525102459,non profit
United Technical Center,non profit,710.0,1,9961.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Adler University,non profit,31502.0,1,14389.0,8094.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Cox College,non profit,12661.0,1,7938.0,6503.0,no,0.6346153846,0.8502673797,0.6276803119,0.608187135,non profit
Douglas Education Center,for profit,9626.0,1,4550.0,4156.0,yes,0.5028089888,0.5891089109,0.2380952381,0.677871149,for profit under investigation
New York School of Interior Design,non profit,29583.0,1,19412.0,6326.458815028902,no,0.6821705426,0.6995418344619443,0.3953488372,0.465116279,non profit
Vatterott College,for profit,10457.5,2,2144.0,4695.0,yes,0.1581395349,0.5209424084,0.3451882845,0.890167364,for profit under investigation
Concordia University,non profit,12439.0,1,5536.0,6855.0,no,0.7431059507,0.8971962617,0.7321428571,0.463235294,non profit
Telshe Yeshiva,non profit,9936.0,1,18823.0,3527.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Buckeye Hills Career Center,non profit,7431.0,1,12904.0,6326.458815028902,no,0.5076923077,0.6995418344619443,0.3575418994,0.854748603,non profit
Carver Career Center,non profit,3309.0,1,4954.0,5672.0,no,0.49685005965531465,0.6995418344619443,0.3689320388,0.7237045962785821,non profit
University of Arkansas Community College,non profit,1221.0,1,6530.0,4511.0,no,0.4006410256,0.6403508772,0.3845144357,0.930446194,non profit
Northwest Technical Institute,non profit,2575.0,1,9710.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3424124514,0.7237045962785821,non profit
Wor,non profit,2076.0,1,6086.0,5727.0,no,0.5027472527,0.4666666667,0.446866485,0.870844687,non profit
Branford Hall Career Institute,for profit,10148.42857142857,7,2827.4285714285716,6326.458815028901,no,0.33137663320000005,0.516584064,0.2430917874,0.8612560389999999,for profit
Frontier Community College,non profit,910.0,1,4093.0,5845.0,no,0.6504854369,0.6296296296,0.3856502242,0.937219731,non profit
South Arkansas Community College,non profit,1636.0,1,6799.0,4628.0,no,0.371257485,0.6995418344619443,0.4562737643,0.88973384,non profit
Life University,non profit,19362.0,1,5145.0,6809.0,no,0.4405063291,0.6995418344619443,0.4608,0.5104,non profit
Chris Beauty College,for profit,2868.0,1,1607.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3333333333,0.7237045962785821,for profit
Pulaski Technical College,non profit,1450.0,1,3618.0,5125.0,no,0.2667778241,0.5800970874,0.4503945885,0.866779406,non profit
Briarcliffe CollegePatchogue,for profit,14082.526398000624,2,6328.355513901906,6042.229407514451,yes,0.3970306513,0.7056483691,0.3279473369,0.743267505,for profit under investigation
Southern California Institute of Architecture,non profit,37339.0,1,12626.0,10504.0,no,0.5154639175,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Milwaukee Institute of Art & Design,non profit,17906.0,1,8689.0,6041.0,no,0.7092198582,0.858974359,0.6216216216,0.561561562,non profit
North Lake College,non profit,1436.0,1,4712.0,6729.0,no,0.3980099502,0.6995418344619443,0.5348017621,0.933333333,non profit
Sacred Heart School of Theology,non profit,14497.0,1,24333.0,6606.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
